CNTYVTD,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"3670135",212,1063,17,3,0
"3670140",126,832,6,5,0
"3670200",238,864,14,1,0
"3670205",290,941,33,4,0
"3670210",157,1316,14,1,1
"3670215",363,2374,20,3,1
"3670220",48,508,6,0,0
"3670225",103,882,6,2,0
"3670230",194,987,15,1,0
"3670235",98,762,6,6,0
"3670240",132,1099,12,2,2
"3670245",145,866,9,2,0
"3670250",172,915,17,1,0
"3670255",265,1081,17,5,0
"3670300",340,900,23,2,0
"3670305",395,1571,29,8,2
"3670310",319,834,17,3,0
"3670315",549,2232,50,9,1
"3670320",209,1392,17,4,0
"3670325",213,1241,7,3,0
"3670330",178,880,10,3,0
"3670335",285,2923,32,0,0
"3670340",97,708,4,2,0
"3670345",216,1397,14,5,1
"3670350",245,1731,21,9,1
"3670400",496,2002,26,4,0
"3670405a",460,2012,31,7,1
"3670405b",39,173,4,0,0
"3670410",336,1313,17,2,2
"3670415",810,2188,48,4,1
"3670420",307,1481,20,0,0
"3670425",206,933,8,2,0
"3670430",504,1762,37,3,2
"3670435",489,1856,33,5,5
"3670440",541,2637,40,3,0
"3670445",274,1352,16,1,0
"3670450",442,1568,23,3,3
"3690101",153,621,6,1,0
"3690201",136,244,3,1,0
"3690202",9,136,1,0,0
"3690203",0,52,0,0,0
"3690301",86,563,6,0,0
"3690302",6,149,1,0,0
"3690303",4,42,0,0,0
"3690401",21,206,4,1,0
"3690402",73,122,2,1,0
"3710001",380,848,14,5,3
"3710002",407,694,14,6,2
"3710003",11,154,2,0,0
"3710004",57,389,3,3,0
"3710005",0,44,1,0,0
"3710006",25,65,0,0,0
"3710007",326,603,5,2,2
"3710009",19,140,4,1,0
"3710010",157,278,7,4,0
"3730001",29,263,3,0,0
"3730002",43,333,2,0,0
"3730003",230,882,1,4,0
"3730004",205,804,6,3,0
"3730005",356,1438,17,7,0
"3730006",471,2759,16,7,0
"3730007",118,305,9,1,0
"3730008",176,478,6,0,0
"3730009",100,426,2,2,0
"3730010",419,959,8,5,0
"3730011",62,163,2,0,0
"3730012",108,66,4,1,0
"3730013",30,261,2,0,0
"3730014",84,511,0,2,0
"3730015",71,696,6,5,0
"3730016",413,2370,21,5,1
"3730017",134,745,2,1,0
"3730018",213,132,4,1,0
"3730019",942,2132,25,2,1
"3730020",1023,2163,29,4,3
"3730021",160,687,6,0,0
"3750121",318,1162,18,1,0
"3750122",450,1200,26,5,5
"3750123",771,1517,61,9,2
"3750124",388,1239,30,8,0
"3750125",777,1469,35,10,2
"3750126",513,962,30,14,0
"3750221",307,438,6,9,0
"3750222",283,522,3,3,0
"3750223",426,467,9,6,0
"3750224",597,877,13,9,1
"3750225",360,438,5,3,0
"3750321",193,1836,24,2,0
"3750322",18,143,1,0,0
"3750323",383,2507,33,6,2
"3750324",721,2639,38,5,2
"3750325",460,1241,24,5,0
"3750326",317,1531,23,5,2
"3750327",140,630,25,1,0
"3750421",314,292,11,5,0
"3750422",974,684,17,10,0
"3750424",432,290,5,2,0
"3750425",460,410,7,7,0
"3750426",137,186,5,1,0
"3750427",182,140,5,0,0
"3770001",150,82,1,0,0
"3770002",161,122,3,2,1
"3770003",14,10,0,0,0
"3770004",281,127,6,6,0
"3770005",184,117,2,1,0
"3770006",3,12,1,0,0
"3770007",670,251,8,3,1
"3790101",75,866,11,3,0
"3790102",103,475,6,0,0
"3790203",135,989,5,4,0
"3790204",61,416,3,0,0
"3790305",109,576,5,1,0
"3790306",163,589,3,3,0
"3790407",99,674,4,1,0
"3790408",97,570,6,1,0
"3810110",487,3300,34,0,2
"3810111",856,1947,31,12,3
"3810112",614,1526,47,9,1
"3810114",563,1613,31,6,0
"3810123",319,940,18,2,5
"3810208",1011,4248,81,6,0
"3810220",308,1100,21,3,0
"3810222",640,2520,48,3,0
"3810227",757,3173,39,6,2
"3810228",769,2923,37,5,3
"3810230",410,1864,36,4,1
"3810305",381,1558,35,5,1
"3810306",539,2414,60,9,1
"3810307",489,2375,47,2,3
"3810309",301,2227,26,8,0
"3810324",734,3211,38,8,2
"3810325",404,2868,47,6,4
"3810415",743,2750,51,7,2
"3810418",826,2703,57,9,2
"3810421",544,1624,39,5,0
"3810426",315,1794,29,5,2
"3810429",792,2118,58,9,3
"3830001",36,122,0,1,0
"3830002",62,322,5,0,0
"3830003a",39,243,1,2,0
"3830003b",0,36,0,0,0
"3830004",35,219,1,0,0
"3850001",87,445,2,4,0
"3850002",93,509,5,1,0
"3850003",71,263,0,0,0
"3850004",20,170,1,0,0
"3850006",45,198,6,0,0
"3850007",4,58,0,0,0
"3870001",5,59,0,0,0
"3870002",142,305,2,0,2
"3870003",339,384,7,1,1
"3870004",247,359,3,0,0
"3870005",81,659,7,0,0
"3870007",33,168,0,0,0
"3870009",10,215,1,0,0
"3870010",16,140,4,2,0
"3870011",14,107,0,0,0
"3870013",68,423,5,1,2
"3870014",16,139,2,0,0
"3870017",20,163,1,0,0
"3870018",11,108,0,0,0
"3870019",35,307,2,0,1
"3870020",40,68,0,0,0
"3870021",32,87,0,0,0
"3870024",27,113,0,0,0
"3870027",26,298,0,1,0
"3870028",44,124,0,0,0
"3870029",26,91,1,1,0
"3870030",8,87,1,1,0
"3870031",6,113,0,0,0
"3890001",78,107,2,0,1
"3890002",182,251,3,2,1
"3890003",204,334,3,2,0
"3890004",7,35,0,0,0
"3890005",87,179,3,1,0
"3890006",26,36,2,0,1
"3890007",163,314,4,0,0
"3890008",81,151,4,1,1
"3890010",182,293,6,2,0
"3890011",205,182,2,0,0
"3890012",179,367,1,0,0
"3910001",134,150,1,2,0
"3910002",144,521,6,4,1
"3910003",118,387,4,3,0
"3910004",167,90,1,3,0
"391001a",189,187,5,3,0
"391002a",17,140,1,1,0
"391002b",67,138,4,0,0
"391003a",114,357,2,2,0
"391004a",105,163,2,2,0
"391004b",53,77,0,1,0
"3930001",3,126,3,0,0
"3930002",2,135,0,0,0
"3930003",4,121,1,0,0
"39304-1",3,74,0,0,0
"39304-2",5,73,0,0,0
"3950001",371,519,11,2,3
"3950002",371,592,8,2,3
"3950003",63,402,3,1,0
"3950004",54,370,2,0,0
"3950005",239,825,5,1,1
"3950006",214,1023,11,1,0
"3950007",25,26,0,1,0
"3950008",19,178,3,0,0
"3950011",184,627,11,1,0
"3950013",20,155,1,0,1
"3950016",17,105,1,1,1
"3950018",8,60,0,0,0
"3950019",47,402,3,0,1
"3950022",528,142,6,1,1
"3950023",214,220,1,2,0
"3970001",1384,2911,50,7,14
"3970002",1025,2316,34,13,11
"3970003",172,192,6,3,1
"3970004",513,1586,26,4,5
"397001a",1068,1814,29,7,6
"397001b",1341,3606,47,6,16
"397001c",741,1868,26,5,6
"397002a",1166,2212,29,12,11
"397002b",535,905,29,4,2
"397002c",1122,3403,41,5,15
"397003a",518,470,13,5,3
"397003b",1050,1303,23,11,11
"397003c",511,1809,24,9,7
"397003d",1407,4449,62,11,13
"397004a",2659,4961,116,12,27
"397004b",351,726,15,3,4
"397004c",849,2195,41,4,7
"3990001",129,768,7,3,0
"3990002",25,58,1,0,0
"3990003",117,806,6,5,0
"3990004a",47,193,1,0,0
"3990004b",0,17,0,0,0
"3990005",8,123,2,0,0
"3990006",10,93,1,0,0
"3990007",78,502,8,2,0
"3990008",53,468,4,0,0
"3990009",68,485,5,1,0
"3990010",17,294,4,0,0
"4010111",102,539,6,2,2
"4010112",232,1069,13,6,3
"4010113",401,1646,23,4,5
"4010114",211,869,7,1,1
"4010201",159,474,11,4,0
"4010212",103,529,3,1,0
"4010213",240,1152,7,1,4
"4010214",412,1442,10,1,3
"4010215",405,1191,10,4,0
"4010302",316,344,3,0,1
"4010303",441,471,4,5,2
"4010314a",94,621,2,1,0
"4010314b",10,66,0,0,0
"4010315",62,560,5,1,0
"4010316",39,295,3,2,1
"4010317",171,249,2,0,1
"4010318",148,618,8,0,0
"4010319",102,153,2,0,2
"4010404",226,970,14,3,1
"4010405",171,713,8,4,0
"4010416",105,540,1,3,0
"4010417",216,767,3,4,0
"4010418",263,1256,10,3,2
"4030001",129,1234,14,1,2
"4030002",113,975,4,2,0
"4030003",101,270,0,1,0
"4030004",12,184,0,0,0
"4030005",65,794,6,1,0
"4030006",150,1064,2,2,1
"4030007",71,55,0,0,0
"4030008",28,208,1,0,1
"4050001",290,544,4,1,0
"4050002",115,129,0,0,0
"4050003",52,125,1,0,0
"4050004",98,186,1,0,0
"4050005",39,235,0,0,0
"4050006",17,204,2,0,0
"4050007",29,219,2,0,0
"4050008",37,451,0,1,0
"4050009",74,610,1,0,0
"4050010",19,295,0,0,0
"4050011",210,9,2,0,0
"4070001",433,1551,14,5,0
"4070002",454,2006,15,11,0
"4070003",163,727,14,4,0
"4070004",38,509,3,1,0
"4070005",149,1184,15,4,0
"4070006",265,1251,12,4,0
"4070007",381,1159,10,7,0
"4070008",173,638,6,2,0
"4070010",46,369,8,1,0
"4070013",77,419,2,0,0
"4070014",158,348,2,0,2
"4090101",134,180,2,0,0
"4090102",691,875,17,11,0
"4090103",48,235,3,0,0
"4090104",313,629,9,3,0
"4090105",550,389,9,4,1
"4090106",302,636,12,4,0
"4090107",56,124,0,0,0
"4090108",786,1900,50,7,0
"4090109",483,1342,22,4,1
"4090110",406,630,9,6,0
"4090111",6,22,0,0,0
"4090112",486,153,5,3,0
"4090113",413,239,8,2,0
"4090114",317,985,27,5,0
"4090115",619,1828,18,9,0
"4090116",711,2318,30,5,0
"4090117",95,246,3,1,0
"4090118",634,564,5,10,0
"4090119",247,583,22,3,0
"4090120",119,379,4,1,1
"4090121",405,875,18,3,0
"4090122",165,371,2,2,0
"4090123",23,51,0,1,0
"4090124",971,942,15,8,0
"4090125",8,20,1,1,0
"4110001",75,576,1,0,0
"411002a",47,413,0,0,0
"411002b",19,180,0,0,0
"411003a",49,339,3,0,0
"411003b",34,243,1,0,0
"411004a",54,484,1,0,0
"411004b",9,73,1,0,0
"4130001",67,271,1,0,0
"4130002",64,232,1,0,0
"4130003",41,76,1,0,0
"4130004",39,361,3,2,0
"4150005",10,71,3,0,0
"4150006",16,168,1,0,0
"4150007",213,1274,14,7,0
"4150008",68,481,5,3,0
"4150009",25,360,3,0,0
"4150010",85,762,2,1,0
"4150011",7,100,1,0,0
"4150012",134,726,16,2,0
"4150013",46,289,1,0,0
"4150014",11,81,0,0,0
"4150015",203,671,7,2,0
"4170101",32,341,1,1,0
"4170202",27,425,3,0,0
"4170303",10,182,3,2,0
"4170307",15,195,0,0,0
"4170404",1,27,0,0,0
"4170405",22,145,4,1,0
"4170406a",23,166,0,0,0
"4170406b",0,3,0,0,0
"4190002",54,501,3,0,0
"4190003",12,216,1,0,0
"4190004",101,454,0,0,0
"4190005",118,1304,2,1,0
"4190006",62,353,3,0,0
"4190007",157,428,1,0,0
"4190008",233,490,2,0,0
"419001n",155,762,6,0,0
"419001s",241,929,6,2,0
"419001w",51,247,0,0,0
"419009n",150,598,3,0,0
"419009s",103,544,4,1,0
"41901se",510,352,3,0,0
"41901sw",121,797,3,0,3
"4210101",3,40,0,0,1
"4210102",24,150,0,1,0
"4210201",16,96,1,2,0
"4210202",3,79,1,0,0
"4210301",6,77,2,0,0
"4210302",13,135,1,1,0
"4210401",26,308,4,1,0
"4230001",299,421,6,1,0
"4230002",302,103,4,3,0
"4230003",521,1203,35,4,0
"4230004",492,562,5,2,0
"4230005",452,2762,36,11,0
"4230006",105,585,10,2,0
"4230007",309,951,12,6,0
"4230008",214,787,4,0,0
"4230009",114,64,3,0,0
"4230010",982,1041,13,5,0
"4230011",750,202,8,5,0
"4230012",810,124,6,12,0
"4230013",817,47,4,3,0
"4230014",421,785,19,5,0
"4230015",498,3110,25,7,0
"4230016",625,113,6,2,0
"4230017",80,631,4,2,0
"4230018",657,53,5,6,0
"4230019",529,2969,67,5,0
"4230020",205,105,4,3,0
"4230021",328,832,20,8,0
"4230022",123,71,2,0,0
"4230023",508,1098,19,5,0
"4230025",412,1168,19,4,0
"4230026",332,1618,13,6,0
"4230027",473,778,24,7,0
"4230028",525,2291,38,5,0
"4230029",328,1045,11,4,0
"4230030",588,2722,41,5,0
"4230031",519,2440,33,4,0
"4230032",454,1698,23,7,0
"4230034",584,178,4,0,0
"4230035",940,738,16,2,0
"4230036",1251,378,17,9,0
"4230037",277,1109,13,2,0
"4230038",644,1186,34,5,0
"4230039",165,75,1,0,0
"4230040",671,3094,50,2,0
"4230041",477,2580,30,1,0
"4230042",599,2420,28,7,0
"4230043",215,425,15,3,0
"4230044",972,1560,26,4,0
"4230045",98,891,6,1,0
"4230046",202,545,3,3,0
"4230047",101,189,2,1,0
"4230048",116,161,2,0,0
"4230049",85,65,1,0,0
"4230050",492,1310,20,7,0
"4230052",272,1356,10,2,0
"4230054",648,1592,31,5,0
"4230055",1313,2113,56,12,0
"4230056",663,1698,41,7,0
"4230058",641,1869,20,3,0
"4230059",669,1956,24,1,0
"4230060",183,175,4,1,0
"4230061",616,737,32,6,0
"4230063",39,12,0,1,0
"4230064",47,50,2,1,0
"4230065",48,48,1,1,0
"4230066",202,231,3,4,0
"4230070",120,211,7,2,0
"4230071",749,2554,27,7,0
"4230072",60,87,2,1,0
"4230073",192,196,4,0,0
"4230074",80,307,7,1,0
"4230075",330,2103,19,4,0
"4230076",228,115,7,2,0
"4230077",121,116,3,1,0
"4230078",24,75,1,0,0
"4230079",589,2080,34,5,0
"4230080",2,11,0,0,0
"4230081",92,64,3,1,0
"4230082",26,41,1,0,0
"4250001",150,835,11,3,6
"4250002",234,1207,14,4,3
"4250003",207,1051,19,3,6
"4250004",177,1012,12,0,3
"4270001",843,682,7,6,1
"4270002",1183,1077,11,9,1
"4270003",554,533,6,7,2
"4270004",169,193,2,0,1
"4270005",33,37,0,0,0
"4270006",2264,1781,24,12,4
"4270007",260,239,4,1,0
"4270008",899,856,6,8,9
"4270009",1111,1084,14,7,0
"4270010",1783,1742,17,13,3
"4291-11",76,623,4,1,0
"4292-11",98,776,5,1,3
"4292-19a",0,51,0,0,0
"4292-19b",5,111,1,0,0
"4292-19c",0,0,0,0,0
"4293-11",73,315,4,0,2
"4293-19",34,307,1,0,0
"4294-11",43,379,1,0,0
"4294-19",54,596,0,0,0
"4295-11",14,227,0,0,0
"4310001a",9,125,0,1,0
"4310001b",5,35,0,0,0
"4310002a",13,91,0,0,0
"4310002b",1,8,0,0,0
"4310002c",2,13,0,0,0
"4310002d",1,5,0,0,0
"4310003",6,165,1,0,0
"4310004",14,142,0,2,0
"4330001",16,161,1,1,0
"4330002",31,163,1,0,0
"4330003",24,155,0,0,0
"4330004",45,136,2,0,0
"4350101",100,228,4,0,1
"4350201",53,346,2,1,1
"4350301",95,430,1,3,0
"4350401",74,218,2,0,0
"4370001",66,267,6,2,0
"4370002",125,446,2,1,0
"4370003",101,387,6,2,0
"4370004",61,127,1,3,0
"4370006",36,150,1,1,1
"4370007",36,286,4,0,0
"4370009",5,23,0,0,0
"4370011",48,159,2,1,0
"4391001",722,585,16,5,1
"4391004",940,694,22,4,0
"4391005",403,29,1,5,1
"4391008",144,28,2,1,0
"4391009",423,585,16,4,0
"4391010",145,42,5,1,0
"4391011",423,71,3,6,0
"4391012",1028,540,16,4,0
"4391013",1125,211,9,9,0
"4391014",229,164,1,2,0
"4391015",480,232,16,2,0
"4391019",287,120,1,2,0
"4391021",782,1388,38,5,1
"4391022",435,439,17,2,3
"4391023",1440,1222,35,6,0
"4391024",1011,1379,38,4,1
"4391025",844,365,9,6,1
"4391034",605,1864,30,3,1
"4391056",127,50,2,3,0
"4391059",283,88,4,2,0
"4391061",144,27,2,0,0
"4391062",17,5,0,0,0
"4391064",0,0,0,0,0
"4391066",364,178,6,1,0
"4391071",1051,465,32,13,0
"4391074",335,55,3,2,0
"4391075",367,99,4,5,0
"4391076",537,310,14,2,2
"4391078",448,39,1,1,0
"4391079",504,65,1,2,0
"4391080",597,52,8,2,0
"4391081",197,292,6,1,0
"4391082",263,121,4,2,1
"4391083",433,97,1,2,0
"4391084",0,0,0,0,0
"4391085",259,170,5,0,0
"4391088",527,144,5,3,0
"4391089",705,40,6,1,0
"4391090",715,75,3,5,0
"4391094",746,376,16,3,0
"4391095",290,364,10,2,0
"4391098",776,92,2,1,0
"4391099",324,115,1,0,0
"4391103",431,737,13,5,1
"4391104",1363,149,3,5,0
"4391105",627,619,12,6,1
"4391106",1161,63,3,9,0
"4391108",789,606,19,3,1
"4391109",509,246,12,2,0
"4391111",715,1939,40,3,0
"4391117",731,710,18,1,0
"4391119",1732,808,35,9,0
"4391120",1485,112,11,5,1
"4391126",864,363,10,1,1
"4391127",802,48,3,1,0
"4391132",773,64,1,6,0
"4391133",758,565,19,7,0
"4391142",479,449,19,4,1
"4391146",1146,555,17,1,0
"4391149",1222,321,5,4,0
"4391150",742,278,1,1,0
"4391151",515,305,6,3,0
"4391153",951,91,9,7,0
"4391154",313,67,3,1,0
"4391165",100,52,2,1,0
"4391167",607,482,28,3,0
"4391170",1163,605,23,8,1
"4391175",764,565,18,5,0
"4391184",321,271,7,3,0
"4391186",263,399,2,1,0
"4391188",320,9,1,1,0
"4391189",1009,810,33,1,2
"4391197",1596,1514,72,7,2
"4391198",141,107,1,2,0
"4391199",154,191,3,0,0
"4391206",704,1276,34,5,1
"4391207",1003,724,30,9,6
"4391208",529,1084,24,3,2
"4391211",1138,92,9,7,0
"4391227",691,250,8,2,0
"4391236",258,165,7,2,0
"4391237",324,141,5,3,0
"4391238",1346,676,14,4,0
"4391241",120,52,0,1,0
"4391244",30,90,0,0,0
"4391251",1929,465,19,14,2
"4391255",1527,711,26,9,2
"4391257",714,338,13,5,0
"4391264",655,647,19,3,2
"4391265",929,571,12,3,2
"4391270",200,182,4,2,0
"4391271",596,1375,34,3,0
"4391273",859,461,20,10,3
"4391277a",581,448,10,2,1
"4391277b",0,0,0,0,0
"4391278",1153,242,3,5,0
"4391279",1097,343,16,5,1
"4391291",1128,69,7,9,0
"4391292",780,237,18,4,0
"4391293",683,154,4,4,0
"4391294",916,1292,24,2,3
"4391295",349,172,7,2,1
"4391296",967,1067,23,4,1
"4391297",1450,96,6,9,0
"4391298",965,778,23,4,2
"4391300",1157,521,19,12,0
"4391301",1160,210,9,7,0
"4391311",1030,289,9,7,1
"4391337",676,1239,24,3,1
"4391339",1003,1066,25,5,3
"4391345",178,159,1,1,0
"4391346",459,31,4,4,0
"4391347",1691,1070,34,9,2
"4391348",201,543,9,2,0
"4391351",0,0,0,0,0
"4391352",134,336,0,0,0
"4391366",0,0,0,0,0
"4391376",12,4,1,1,0
"4391377",1560,1300,27,8,3
"4391378",1835,603,16,11,0
"4391380",737,413,22,5,2
"4391382",1309,376,20,8,0
"4391388",1480,599,18,10,2
"4391394",0,0,0,0,0
"4391404",15,15,0,0,0
"4391407",23,13,0,0,0
"4391408",101,42,4,1,0
"4391412",0,0,0,0,0
"4391414",24,5,0,0,0
"4391415",648,196,3,5,0
"4391416",67,56,0,0,0
"4391418",0,0,0,0,0
"4391420",0,0,0,0,0
"4391423",795,1400,15,0,1
"4391424",1,7,0,0,0
"4391427",1,3,0,0,0
"4391430",5,2,0,0,0
"4391431",461,1122,11,1,0
"4391434",0,0,0,0,0
"4391436",588,311,11,1,0
"4391437",285,265,2,0,0
"4391439",115,18,0,2,0
"4391440",1011,272,10,9,0
"4391441",374,77,6,1,0
"4391444",43,10,0,1,0
"4391445",26,5,0,0,0
"4391455",0,0,0,0,0
"4391457",1,1,1,0,0
"4391459",967,338,12,3,1
"4391460",1338,363,23,11,0
"4391463",859,276,11,10,0
"4391472",55,96,3,0,1
"4391473",43,26,1,3,0
"4391476",39,29,1,2,0
"4391477",500,84,5,6,0
"4391479",81,33,1,0,0
"4391481",202,76,2,2,0
"4391482",291,68,2,2,0
"4391489",1050,368,16,5,2
"4391490",296,89,4,1,0
"4391491",2,1,0,0,0
"4391501",231,136,5,1,0
"4391504",326,1170,24,4,0
"4391514",0,0,0,0,0
"4391515",8,11,0,0,0
"4391518",452,105,5,1,0
"4391543",0,0,0,0,0
"4391544",3,0,0,1,0
"4391547",0,0,0,0,0
"4391549",0,0,0,0,0
"4391550",26,0,1,0,0
"4391555",0,0,0,0,0
"4391559",112,36,3,0,0
"4391564",0,0,0,0,0
"4391576",91,6,1,1,0
"4391577",542,122,6,3,0
"4391578",783,245,17,1,0
"4391586",2,2,0,0,0
"4391589",77,72,4,0,0
"4391594",0,0,0,0,0
"4391597",223,61,4,5,0
"4391603",1377,469,24,7,1
"4391605",0,0,0,0,0
"4391607",0,0,0,0,0
"4391608",442,275,14,1,2
"4391610",0,0,0,0,0
"4391611",11,7,0,0,0
"4391617",17,11,0,0,0
"4391619",12,4,0,0,0
"4391621",68,24,0,0,0
"4391622",11,21,0,0,0
"4391623",0,0,0,0,0
"4391625",0,0,0,0,0
"4391627",58,156,5,0,0
"4391628",0,0,0,0,0
"4391631",119,71,0,0,0
"4391633",11,13,0,0,0
"4391639",2453,680,19,10,0
"4391641a",1665,998,37,9,1
"4391641b",50,30,1,0,0
"4391641c",104,61,2,0,0
"4391642",1197,474,22,4,0
"4391651",0,0,0,0,0
"4391652",98,5,1,0,0
"4391672",0,0,0,0,0
"4391674",0,0,0,0,0
"4391676",113,69,5,3,0
"4391677",120,47,2,1,0
"4391678",1,2,0,0,0
"4391679",0,0,0,0,0
"4391684",186,140,5,0,1
"4391701",461,400,10,3,0
"4391704",641,1016,29,3,1
"4391710",513,624,8,2,0
"4391714",1625,669,41,9,0
"4391715",454,327,3,2,0
"4391717",665,713,18,6,0
"4391718",502,346,9,5,0
"4391719",741,1302,41,4,1
"4391722",179,126,4,0,0
"4391723",861,434,15,4,0
"4392002",0,0,0,0,0
"4392003",340,369,9,2,1
"4392007",709,999,20,6,2
"4392026",650,770,18,7,1
"4392027",518,315,10,2,0
"4392028",350,631,13,2,0
"4392029",721,1025,19,3,1
"4392030",1702,529,19,12,0
"4392031",2576,1084,27,9,0
"4392033",744,790,26,4,0
"4392052",994,586,25,10,8
"4392055",789,734,22,4,1
"4392058",0,1,0,0,0
"4392100",203,165,6,1,2
"4392112",517,1017,18,0,2
"4392134",342,243,3,2,1
"4392143",311,228,11,2,0
"4392145",755,354,11,2,0
"4392147",428,454,17,2,0
"4392148",1019,436,23,3,0
"4392158",803,881,15,4,0
"4392161",704,292,18,7,2
"4392168",901,618,26,11,8
"4392169",515,197,6,1,0
"4392171",915,1064,38,8,3
"4392173",300,511,9,2,0
"4392174",1007,955,25,5,2
"4392180",797,236,5,3,1
"4392181",972,1013,23,7,3
"4392190",116,94,3,1,0
"4392205",768,1026,34,8,6
"4392210",295,157,6,1,0
"4392217",1236,685,22,8,1
"4392219",899,989,19,3,0
"4392220",908,1118,22,3,1
"4392221",696,644,15,5,0
"4392223",487,966,17,5,1
"4392224",893,394,13,7,1
"4392225",762,234,13,4,1
"4392226",818,439,15,8,0
"4392228",824,1067,20,3,0
"4392229",770,774,20,6,0
"4392235",1117,636,8,7,0
"4392246",416,510,19,1,1
"4392258",154,324,3,2,0
"4392262",212,526,10,2,0
"4392263",808,463,18,3,1
"4392266",963,1281,26,6,0
"4392267",938,413,11,9,0
"4392268",525,404,12,1,1
"4392269",180,130,2,2,0
"4392274",0,2,0,0,0
"4392275",395,285,5,6,0
"4392280",640,601,16,2,2
"4392281",583,525,9,3,2
"4392299",918,412,9,8,2
"4392302",801,215,4,4,1
"4392303",764,876,22,6,0
"4392304",724,1045,21,0,1
"4392305",659,717,15,11,1
"4392306",592,896,21,5,1
"4392307",1390,1428,38,8,3
"4392308",1170,1288,32,7,0
"4392309",561,348,11,5,0
"4392310",630,691,18,5,0
"4392313",703,1039,21,3,0
"4392314",1030,1424,34,8,2
"4392315",875,342,16,5,1
"4392316",804,519,19,5,0
"4392317",450,529,17,5,1
"4392318",560,754,13,5,0
"4392319",703,1070,25,2,2
"4392320",810,431,6,3,2
"4392341",243,75,3,1,0
"4392349",814,486,10,0,0
"4392353",555,295,9,2,0
"4392354",953,541,20,5,0
"4392355",519,672,14,5,2
"4392356",1178,1085,24,9,2
"4392357",1004,1447,29,5,2
"4392358",790,1043,16,6,1
"4392360",903,1730,27,8,1
"4392379",1863,765,15,11,1
"4392381",294,95,2,1,0
"4392383",1046,560,23,5,0
"4392393",146,99,0,0,0
"4392401",94,110,1,0,2
"4392402",7,10,0,0,0
"4392403",12,1,0,0,0
"4392405",2175,912,27,6,0
"4392411",253,68,0,2,0
"4392413",359,135,5,1,0
"4392419",0,0,0,0,0
"4392425",1258,936,28,9,0
"4392426",711,1097,16,5,0
"4392428",238,89,3,0,0
"4392435",1153,1115,19,5,0
"4392438",1282,525,16,6,2
"4392442",1453,1025,29,3,0
"4392448",1356,675,26,8,2
"4392449",1004,513,16,5,0
"4392450",1141,624,8,5,1
"4392451",73,25,0,0,0
"4392453",1326,532,15,4,0
"4392461",1034,314,18,8,0
"4392462",807,376,12,8,0
"4392464",165,197,5,0,0
"4392466",582,266,10,3,0
"4392467",1257,549,11,7,1
"4392468",874,948,21,7,2
"4392474",127,244,5,0,0
"4392484",1850,938,16,10,0
"4392488",1165,618,9,6,0
"4392505",474,699,11,2,0
"4392506",1500,1855,46,6,1
"4392513",0,0,0,0,0
"4392519",541,252,6,4,0
"4392520",757,716,23,2,0
"4392521",419,550,19,2,0
"4392522",1498,1764,35,5,3
"4392523",747,372,10,3,1
"4392524",524,1378,15,5,1
"4392525",1595,564,23,8,1
"4392535",711,1089,22,4,0
"4392536",821,555,13,6,0
"4392537",728,253,12,4,0
"4392541",1128,513,11,9,0
"4392546",24,13,0,0,0
"4392548",436,842,18,1,0
"4392553",641,358,10,8,0
"4392556",600,819,18,5,0
"4392557",718,282,11,3,0
"4392561",0,0,0,0,0
"4392569",34,12,0,1,0
"4392571",0,0,0,0,0
"4392581",1062,647,8,11,1
"4392600",0,0,0,0,0
"4392601",0,0,0,0,0
"4392606",9,4,1,0,0
"4392609",0,0,0,0,0
"4392612",0,0,0,0,0
"4392613",1124,381,11,4,0
"4392614",169,88,1,0,0
"4392616",40,22,0,0,0
"4392618",27,7,1,0,0
"4392635",982,415,10,5,0
"4392636",752,1017,26,9,1
"4392643",1801,1047,37,3,2
"4392644",1871,739,21,9,1
"4392645",650,1030,18,4,2
"4392655",458,268,15,6,1
"4392656",35,15,0,0,0
"4392657",16,4,0,0,0
"4392658",207,86,2,1,0
"4392659",7,5,0,0,0
"4392660",71,94,3,2,0
"4392670",51,36,0,0,0
"4392673",0,0,0,0,0
"4392675",0,0,0,0,0
"4392680",0,0,0,0,0
"4392681",0,0,0,0,0
"4392697",1330,856,16,3,0
"4392699",1865,938,18,6,2
"4392708",857,502,14,2,0
"4392712",1212,1018,23,6,0
"4392721",685,1028,17,3,0
"4392726a",716,390,4,3,0
"4392726b",272,152,1,0,0
"4392727",234,244,5,0,0
"4393032",380,618,19,7,0
"4393035",1159,1837,41,13,2
"4393036",746,726,22,5,0
"4393037",849,1363,24,5,2
"4393038",1194,1241,43,13,2
"4393039",484,1000,19,2,0
"4393040",794,1606,37,7,1
"4393041",1097,1356,43,11,3
"4393043",739,1835,44,3,0
"4393049",743,1711,22,4,2
"4393054",1038,1657,36,7,0
"4393063",473,925,18,2,0
"4393072",608,1500,31,6,2
"4393114",850,1338,35,6,1
"4393131",449,830,13,4,1
"4393139",430,523,18,6,0
"4393140",468,859,21,6,0
"4393152",6,26,1,0,0
"4393156",432,904,18,3,0
"4393157",767,860,29,8,0
"4393160",902,845,13,2,1
"4393164",550,828,19,3,1
"4393166",879,824,31,8,0
"4393172",791,1042,32,11,1
"4393176",1091,1395,37,13,1
"4393177",586,1365,29,4,0
"4393183",1392,1385,34,11,1
